id_ts,id_person,type_ts,brand,model,release_year,register_number,color
1223,1063,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
1224,1913,мотоцикл,Harley-Davidson,WH18,1981,2845399982,желтый
1225,1577,автобус,ЗИЛ,XV01,2018,76105107100100,желтый
1226,652,автобус,ЗИЛ,MA54,1995,45210812473,синий
1227,1336,автобус,РАФ,DO71,2018,72214391094,оранжевый
1228,989,троллейбус,ЛАЗ,XH41,1995,1770759325,зеленый
1229,494,трамвай,Метровагонмаш,WT57,1988,01013357485,черный
1230,1044,легковой автомобиль,Lamborghini,WP910,1989,48231034924,оранжевый
1231,67,мотоцикл,Honda,HZ23,2006,31064254739,фиолетовый
1232,84,автобус,ЛАЗ,ZC41,2000,29891033044,розовый
1233,1285,поезд,Рузхиммаш,DZ09,2018,8069774744,коричневый
1234,440,легковой автомобиль,Hyundai,IT59,1995,1077957659,розовый
1235,360,мотоцикл,Triumph,EY93,2003,6969641886,голубый
1236,1766,велосипед,KHE,XO20,2008,NULL,синий
1237,1122,троллейбус,ГАЗ,IG19,1985,9528234116,белый
1238,98,велосипед,Scott,WX75,1983,NULL,желтый
1239,1176,автобус,РАФ,LG07,2000,81018963084,белый
1240,1990,поезд,Рузхиммаш,QE42,1981,1563741897,серебристый
1241,333,велосипед,Scott,BH10,1980,NULL,синий
1242,1685,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
1243,731,троллейбус,РАФ,RM26,2020,3008473198,зеленый
1244,1285,трамвай,Метровагонмаш,HA81,2005,100211691410,синий
1245,1981,автобус,РАФ,ED35,1993,91110986100,оранжевый
1246,692,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
1247,1102,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1248,360,легковой автомобиль,Volkswagen,VV12,2006,10817990944,красный
1249,959,велосипед,Stern,IV78,1991,NULL,черный
1250,1446,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1251,45,троллейбус,ЛАЗ,NO98,1983,3562666035,красный
1252,1087,мотоцикл,Kawasaki,XM97,1980,92481020253,коричневый
1253,455,трамвай,Новокузнецкий ВСЗ,AN29,1993,32765210171,зеленый
1254,981,трамвай,Коломенский завод,DM103,2000,0544864639,розовый
1255,269,автобус,ЗИЛ,JW16,1998,1777460341,серебристый
1256,1037,мотоцикл,Hero,HW24,1986,91073906794,желтый
1257,765,грузовой автомобиль,Тонор,EP92,1986,16289882106,желтый
1258,677,троллейбус,ЛАЗ,NF37,2011,48683610459,розовый
1259,1603,грузовой автомобиль,БелАз,WE18,2020,49103660034,серебристый
1260,1805,грузовой автомобиль,БелАз,BI86,2004,5076755474,зеленый
1261,1891,автобус,ЛАЗ,RS91,1981,108921010974,серебристый
1262,166,велосипед,Stern,TW32,2001,NULL,синий
1263,1288,автобус,ЗИЛ,HL32,1992,810105616910,фиолетовый
1264,414,троллейбус,ЗИЛ,SC36,1996,90920362710,белый
1265,743,велосипед,Polisport,LC64,1990,NULL,красный
1266,662,поезд,Новокузнецкий ВСЗ,ST710,1998,4503114678,зеленый
1267,1276,троллейбус,ГАЗ,VN15,2015,44977909910,серебристый
1268,1536,легковой автомобиль,Lamborghini,NE91,1992,698108737910,голубый
1269,1509,автобус,ГАЗ,FV100,1993,77532111027,белый
1270,944,мотоцикл,Triumph,HE71,2014,8715470914,голубый
1271,1927,велосипед,Trek,JX41,2010,NULL,серебристый
1272,197,трамвай,Новокузнецкий ВСЗ,VM31,2020,42969841096,красный
1273,754,трамвай,Коломенский завод,HD210,1994,151010110636,золотой
1274,1974,автобус,ЗИЛ,XZ86,2010,11193301093,синий
1275,17,трамвай,Коломенский завод,SX37,2006,3946150549,фиолетовый
1276,46,грузовой автомобиль,MAN,ED44,2000,07949104850,оранжевый
1277,1739,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
1278,605,грузовой автомобиль,MAZ,PS86,2006,5707343945,золотой
1279,1400,трамвай,Уралтрансмаш,MJ810,2006,4025703407,розовый
1280,560,грузовой автомобиль,БелАз,TO76,2005,5263794816,желтый
1281,1232,мотоцикл,Ducati,FD1010,2015,4598686358,белый
1282,268,грузовой автомобиль,Foton,OQ30,2004,5684960971,коричневый
1283,1333,легковой автомобиль,UAZ,HS63,1998,4381520593,белый
1284,1845,автобус,ЛАЗ,RR35,2017,454710100186,оранжевый
1285,240,поезд,Рузхиммаш,DE43,1992,3658742375,желтый
1286,1034,поезд,Метровагонмаш,IZ77,2017,6138408742,черный
1287,1916,автобус,ГАЗ,FT60,1987,1435891010310,желтый
1288,435,поезд,Уралтрансмаш,ND98,1988,5637908386,оранжевый
1289,347,мотоцикл,Hero,XH40,2003,1981426123,зеленый
1290,835,поезд,Коломенский завод,PV47,2008,4730898868,голубый
1291,267,автобус,ЗИЛ,BK81,1980,02475109580,черный
1292,664,легковой автомобиль,Ferrari,HL20,1983,6081681572,фиолетовый
1293,326,автобус,ГАЗ,OD83,1992,0798166835,желтый
1294,468,троллейбус,ЛАЗ,FD87,1982,61093870503,коричневый
1295,654,поезд,Уралтрансмаш,YU96,2019,103197301094,золотой
1296,1939,мотоцикл,Yamaha,KE28,1989,2508053936,черный
1297,268,грузовой автомобиль,БелАз,UR82,1980,81742210559,серебристый
1298,1355,мотоцикл,Suzuki,QC97,1984,410556181013,золотой
1299,1369,автобус,ЗИЛ,FV65,1988,476010105237,голубый
1300,1120,поезд,Коломенский завод,XX36,2004,5501825527,розовый
1301,140,грузовой автомобиль,Тонор,OI80,2013,739810111109,золотой
1302,350,трамвай,Новокузнецкий ВСЗ,XH11,2015,68011096343,черный
1303,1107,трамвай,Коломенский завод,XT96,2000,661034845108,фиолетовый
1304,836,мотоцикл,Kawasaki,SN12,1990,3649553465,коричневый
1305,389,велосипед,Stern,OW06,1990,NULL,зеленый
1306,1054,трамвай,Новокузнецкий ВСЗ,GB71,2011,8843282296,золотой
1307,304,троллейбус,ЛАЗ,OY00,2016,7732756431,голубый
1308,211,велосипед,Scott,YA810,1988,NULL,голубый
1309,1276,легковой автомобиль,Mazda,PT73,2004,9094814403,белый
1310,1298,троллейбус,РАФ,TO510,2005,0049711564,зеленый
1311,1160,поезд,Метровагонмаш,FW71,1986,100773510374,розовый
1312,1689,поезд,Рузхиммаш,RK810,1993,73109691604,фиолетовый
1313,68,трамвай,Метровагонмаш,OV47,1991,610108116890,красный
1314,1241,мотоцикл,Irbis,QD07,2014,229810810117,оранжевый
1315,1333,автобус,ЗИЛ,KD98,1998,4608422269,красный
1316,3,гужевой транспорт,Буйволы,NULL,NULL,NULL,NULL
1317,1362,автобус,ЗИЛ,TD68,1998,6603928583,розовый
1318,1491,велосипед,Maxiscoo,JN510,1995,NULL,серебристый
1319,618,мотоцикл,Ducati,AT49,2000,8135112513,золотой
1320,119,трамвай,Рузхиммаш,KG410,1990,981051027647,желтый
1321,1194,автобус,ГАЗ,GS810,2006,87231081529,золотой
1322,96,велосипед,Trek,RS66,2007,NULL,желтый
1323,96,велосипед,Stern,GX54,2006,NULL,белый
1324,682,трамвай,Новокузнецкий ВСЗ,RB104,2015,21097959556,оранжевый
1325,1009,автобус,ГАЗ,XW104,2014,84389400100,черный
1326,510,грузовой автомобиль,Foton,OD71,2013,86632106213,оранжевый
1327,990,трамвай,Метровагонмаш,IH90,2007,90905108002,черный
1328,1665,велосипед,Maxiscoo,MN77,1992,NULL,фиолетовый
1329,1652,автобус,РАФ,WW76,1988,101010107109462,синий
1330,1166,трамвай,Рузхиммаш,EV44,2013,4817287991,коричневый
1331,512,грузовой автомобиль,Foton,MU24,1984,3062702105,черный
1332,1338,поезд,Коломенский завод,WR14,1993,9653423066,коричневый
1333,329,трамвай,Уралтрансмаш,CY96,1992,9529039813,оранжевый
1334,1837,автобус,ЛАЗ,YU84,1993,334921071039,белый
1335,256,грузовой автомобиль,Foton,IH29,2019,248631691010,красный
1336,24,автобус,РАФ,FG83,2004,95101048270,серебристый
1337,1186,трамвай,Рузхиммаш,SX92,2011,08226721000,белый
1338,1806,грузовой автомобиль,MAZ,AN26,1987,5365221915,золотой
1339,1002,трамвай,Новокузнецкий ВСЗ,TC24,1988,741030112010,черный
1340,637,грузовой автомобиль,KAMAZ,TA1010,2015,10344124038,оранжевый
1341,1824,легковой автомобиль,Suzuki,XY91,2004,3221708927,зеленый
1342,1373,велосипед,Stern,JN04,2002,NULL,серебристый
1343,704,легковой автомобиль,Hyundai,LU57,1994,1010532780106,золотой
1344,864,грузовой автомобиль,MAZ,OH94,1990,1010810853622,серебристый
1345,309,поезд,Новокузнецкий ВСЗ,GE710,2006,108387241101,серебристый
1346,679,грузовой автомобиль,Foton,BB33,1982,3319985251,оранжевый
1347,67,легковой автомобиль,Chevrolet,IA79,1996,46728972110,зеленый
1348,750,грузовой автомобиль,Foton,HU43,2008,934108442810,розовый
1349,1043,трамвай,Рузхиммаш,QM107,1987,210785102829,фиолетовый
1350,1556,легковой автомобиль,Renault,MJ79,2000,7046118149,белый
1351,285,велосипед,Stern,ZI410,2017,NULL,серебристый
1352,1936,грузовой автомобиль,MAZ,GK48,1984,36106719480,золотой
1353,429,грузовой автомобиль,БелАз,AS94,2000,74238110255,синий
1354,993,трамвай,Метровагонмаш,AL37,2011,792106910560,красный
1355,465,мотоцикл,Irbis,GQ91,2019,43035610068,черный
1356,590,мотоцикл,Honda,GO48,2001,24566103254,белый
1357,1257,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
1358,1416,поезд,Новокузнецкий ВСЗ,UR104,2004,5593495507,розовый
1359,1131,поезд,Уралтрансмаш,FO108,1981,91038425939,зеленый
1360,1106,легковой автомобиль,Bentley,LM81,2003,60250985710,синий
1361,753,трамвай,Рузхиммаш,OF99,2009,41514100840,розовый
1362,1455,трамвай,Рузхиммаш,JI31,1991,7576800961,желтый
1363,244,грузовой автомобиль,БелАз,IS30,2014,99834107931,синий
1364,1728,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1365,1770,троллейбус,ЛАЗ,TH08,2016,4480462792,фиолетовый
1366,1490,автобус,ГАЗ,WK41,1980,2079961043,черный
1367,367,мотоцикл,Harley-Davidson,LI103,2020,6336469739,розовый
1368,717,автобус,ЛАЗ,LZ82,2014,59371060573,голубый
1369,1905,гужевой транспорт,Буйволы,NULL,NULL,NULL,NULL
1370,257,поезд,Метровагонмаш,SR710,1991,1982861962,желтый
1371,1145,троллейбус,ЛАЗ,AB41,1992,043828106100,черный
1372,1485,троллейбус,РАФ,JH82,2016,5667535153,коричневый
1373,1424,велосипед,Eltreco,HL51,2017,NULL,красный
1374,485,легковой автомобиль,Ford,JI62,1982,1107416387,красный
1375,1916,мотоцикл,Ducati,MK90,1996,49910055009,фиолетовый
1376,1280,поезд,Новокузнецкий ВСЗ,QP94,2009,0897385022,золотой
1377,994,автобус,ЗИЛ,UO69,2009,9703942304,зеленый
1378,1187,грузовой автомобиль,KAMAZ,TR40,2019,66180101973,желтый
1379,1601,легковой автомобиль,Peugeot,CM45,1995,8099049666,желтый
1380,96,трамвай,Метровагонмаш,YH89,2012,7404495118,синий
1381,53,трамвай,Новокузнецкий ВСЗ,QU22,2004,7697541616,серебристый
1382,316,троллейбус,РАФ,QF30,1995,98100791764,фиолетовый
1383,895,автобус,ЗИЛ,XF16,1991,8117209146,синий
1384,1219,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1385,1907,трамвай,Коломенский завод,QT59,2005,108510636473,голубый
1386,651,автобус,РАФ,TR27,2007,51097561940,зеленый
1387,1935,поезд,Рузхиммаш,CN67,2019,56547451910,золотой
1388,1264,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
1389,1443,автобус,РАФ,NN36,2009,5111021010160,коричневый
1390,836,мотоцикл,BMW,GU23,1995,805210100246,красный
1391,1488,поезд,Новокузнецкий ВСЗ,IJ67,1997,85342721055,красный
1392,224,трамвай,Рузхиммаш,NT89,2013,63610767835,белый
1393,1887,поезд,Уралтрансмаш,CZ10,2005,895501010995,синий
1394,1328,велосипед,Eltreco,FL59,1982,NULL,розовый
1395,369,трамвай,Коломенский завод,VP66,2012,9253851428,синий
1396,70,автобус,ЛАЗ,JF96,2006,3745476917,зеленый
1397,587,грузовой автомобиль,БелАз,UW74,2005,901030102814,коричневый
1398,519,автобус,ЗИЛ,RU66,2013,62314994010,золотой
1399,1533,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
1400,1380,легковой автомобиль,Opel,QQ61,2001,61578104522,зеленый
1401,1883,велосипед,Polisport,YA94,1981,NULL,красный
1402,1891,троллейбус,ЗИЛ,TI72,1987,10835860034,белый
1403,576,автобус,ГАЗ,QP04,2003,60679100856,розовый
1404,911,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
1405,7,автобус,ЛАЗ,CO1010,2019,10710070101005,золотой
1406,1536,автобус,РАФ,EZ410,1998,48196104547,золотой
1407,705,поезд,Новокузнецкий ВСЗ,JS06,1985,71601085824,золотой
1408,734,поезд,Новокузнецкий ВСЗ,XK49,2019,991039610905,серебристый
1409,506,мотоцикл,Suzuki,GX62,2013,6101099910597,зеленый
1410,403,грузовой автомобиль,MAN,CZ69,1995,8456749298,черный
1411,717,мотоцикл,BMW,QQ31,2018,3881923411,фиолетовый
1412,1455,трамвай,Коломенский завод,EV810,2007,2247541970,зеленый
1413,1489,велосипед,Polisport,DS70,1980,NULL,голубый
1414,1648,велосипед,Polisport,ZM03,1993,NULL,коричневый
1415,1594,легковой автомобиль,Opel,RG39,1981,510702103175,оранжевый
1416,423,трамвай,Рузхиммаш,TH03,2009,35287106588,серебристый
1417,1894,велосипед,Scott,IK71,2001,NULL,синий
1418,1110,троллейбус,РАФ,FV89,2005,7924517148,серебристый
1419,958,мотоцикл,Ducati,CL66,1982,4102766141,коричневый
1420,512,велосипед,Scott,AO92,1997,NULL,желтый
1421,1434,легковой автомобиль,KIA,XR84,2006,66453109121,розовый
1422,1554,поезд,Метровагонмаш,VX24,2005,8142228892,синий
1423,381,мотоцикл,Harley-Davidson,KE62,1989,3698563042,золотой
1424,1997,мотоцикл,Harley-Davidson,UR17,1986,17368986010,желтый
1425,1671,поезд,Коломенский завод,GI54,1993,65072110958,оранжевый
1426,1145,грузовой автомобиль,KAMAZ,PL04,2009,23343105039,синий
1427,522,троллейбус,ЛАЗ,YK81,2002,21541510714,белый
1428,369,легковой автомобиль,Lamborghini,EN99,1999,210941079690,фиолетовый
1429,719,легковой автомобиль,Porsche,VW28,2010,43110522613,желтый
1430,622,мотоцикл,Harley-Davidson,AV810,2004,50419210287,голубый
1431,549,поезд,Метровагонмаш,WA79,1984,10842127247,черный
1432,1328,мотоцикл,Triumph,ME79,1989,47435055410,золотой
1433,388,трамвай,Метровагонмаш,IW92,1992,221075772010,черный
1434,427,троллейбус,ЛАЗ,DF72,2011,2610001210210,белый
1435,98,велосипед,Eltreco,HB51,2006,NULL,золотой
1436,903,мотоцикл,Triumph,XB105,1997,6410159401,желтый
1437,984,легковой автомобиль,Chevrolet,QQ68,2004,9342973352,белый
1438,44,легковой автомобиль,BMW,XH91,1999,105261015538,желтый
1439,1350,велосипед,Trek,FA84,1996,NULL,коричневый
1440,942,гужевой транспорт,Лошади,NULL,NULL,NULL,NULL
1441,549,велосипед,Trek,ME21,2005,NULL,белый
1442,1267,мотоцикл,BMW,OW48,1983,66810180596,золотой
1443,1488,троллейбус,ЗИЛ,GN62,2006,12710165195,фиолетовый
1444,536,мотоцикл,Kawasaki,BN82,1990,29337958102,голубый
1445,1906,легковой автомобиль,Tayota,KV88,1988,84287425108,синий
1446,429,поезд,Уралтрансмаш,YD67,2016,233101090143,серебристый
1447,662,легковой автомобиль,UAZ,OQ38,2014,8857221419,золотой
1448,309,гужевой транспорт,Буйволы,NULL,NULL,NULL,NULL
1449,1340,поезд,Рузхиммаш,LW12,1996,8786810526,золотой
1450,1582,автобус,РАФ,ZS68,1980,4269619829,серебристый
1451,1249,автобус,РАФ,TH05,2005,310831106107,белый
1452,1222,легковой автомобиль,Lifan,OR49,2002,9190631285,черный
1453,676,мотоцикл,Honda,SB102,2007,0107810645107,золотой
1454,812,велосипед,KHE,CS07,1982,NULL,зеленый
1455,519,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1456,429,грузовой автомобиль,Тонор,RX53,2016,10329971561,розовый
1457,1233,мотоцикл,Hero,MZ42,1989,1549510807,фиолетовый
1458,1559,гужевой транспорт,Лошади,NULL,NULL,NULL,NULL
1459,1883,легковой автомобиль,Bentley,AQ93,1981,0822633880,желтый
1460,355,автобус,ЛАЗ,PH90,1994,01591007057,желтый
1461,1049,троллейбус,ГАЗ,EP68,1998,51409420510,синий
1462,589,трамвай,Уралтрансмаш,XN31,1983,6659090700,голубый
1463,1849,трамвай,Новокузнецкий ВСЗ,ZJ22,1991,511000107503,голубый
1464,853,мотоцикл,Ducati,UT80,1995,101914510109,зеленый
1465,526,мотоцикл,Irbis,YH31,2015,43958141063,розовый
1466,1958,поезд,Уралтрансмаш,PG79,1996,5438550016,синий
1467,19,грузовой автомобиль,MAZ,TP14,2001,7010417993,фиолетовый
1468,753,гужевой транспорт,Буйволы,NULL,NULL,NULL,NULL
1469,1251,грузовой автомобиль,KAMAZ,GI74,2004,31034146854,золотой
1470,1942,троллейбус,ГАЗ,SQ48,1995,66104454827,серебристый
1471,606,легковой автомобиль,Lamborghini,SU63,1980,496101040970,серебристый
1472,452,автобус,ЛАЗ,AB93,2000,8000511082,черный
1473,322,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
1474,947,автобус,ГАЗ,RF53,1994,415210662107,оранжевый
1475,1007,мотоцикл,Honda,FE19,1986,5368934979,белый
1476,6,велосипед,Stern,TP77,1988,NULL,белый
1477,1845,трамвай,Коломенский завод,BG08,2020,37610363843,коричневый
1478,620,поезд,Новокузнецкий ВСЗ,JV35,2020,5105930006,синий
1479,71,трамвай,Рузхиммаш,KO89,1989,10136618220,коричневый
1480,1495,поезд,Метровагонмаш,XD34,2015,79561015203,красный
1481,1378,мотоцикл,Yamaha,AU510,2014,0786061899,зеленый
1482,1346,поезд,Уралтрансмаш,GH108,2005,50402471028,красный
1483,119,легковой автомобиль,Porsche,VX29,2007,8030124744,серебристый
1484,1101,легковой автомобиль,Corvette,NA910,2007,1046962101044,красный
1485,1162,трамвай,Рузхиммаш,NK72,2020,78980641044,розовый
1486,187,велосипед,Trek,AC1010,2014,NULL,золотой
1487,106,мотоцикл,Hero,XL76,1998,8890464229,серебристый
1488,1334,трамвай,Рузхиммаш,OD04,1981,101081022041,розовый
1489,1174,автобус,РАФ,BF17,1995,68603109322,оранжевый
1490,1130,мотоцикл,Triumph,HQ68,2011,4610351012102,белый
1491,707,грузовой автомобиль,Тонор,KT32,1986,9870538947,розовый
1492,1516,грузовой автомобиль,MAN,AS310,1983,09568106073,зеленый
1493,1824,легковой автомобиль,BMW,IB38,2008,10800962835,золотой
1494,228,грузовой автомобиль,MAN,AS05,1997,27087108371,белый
1495,863,грузовой автомобиль,MAN,BV810,2019,931010815185,белый
1496,1864,мотоцикл,Harley-Davidson,QH52,2010,7257520939,белый
1497,671,грузовой автомобиль,MAN,QU110,2007,97714751008,черный
1498,1513,трамвай,Коломенский завод,DG81,2018,101063013620,коричневый
1499,495,мотоцикл,BMW,YR910,2018,1474576389,серебристый
1500,429,мотоцикл,Hero,MH39,2008,10237996867,фиолетовый
1501,615,мотоцикл,Irbis,XH29,2011,1344804811,оранжевый
1502,1557,трамвай,Уралтрансмаш,ZF50,1998,91020156847,фиолетовый
1503,1434,мотоцикл,Suzuki,UO63,1983,2721422320,желтый
1504,1094,трамвай,Метровагонмаш,UX210,1996,8810102758010,зеленый
1505,893,троллейбус,ЗИЛ,DF69,2013,108310260729,золотой
1506,1041,поезд,Рузхиммаш,AP35,1990,812010107494,голубый
1507,324,велосипед,KHE,JI25,1983,NULL,коричневый
1508,1267,велосипед,Trek,YG19,2009,NULL,черный
1509,664,автобус,ГАЗ,HH24,1992,76559791022,серебристый
1510,1740,троллейбус,РАФ,XA25,2015,190101025100,оранжевый
1511,388,автобус,ГАЗ,SE61,1991,1939739220,коричневый
1512,794,автобус,ЗИЛ,FB86,2013,0113713651,желтый
1513,951,легковой автомобиль,Kamaz,AA34,2000,561110410855,розовый
1514,1496,трамвай,Рузхиммаш,PL63,2012,71061710912,белый
1515,728,мотоцикл,Ducati,NZ07,2007,6408568263,синий
1516,1159,велосипед,Maxiscoo,PQ06,1987,NULL,золотой
1517,1601,автобус,ГАЗ,ZE15,2020,57123104325,черный
1518,117,мотоцикл,Harley-Davidson,ME63,2016,9066604760,синий
1519,47,троллейбус,ГАЗ,VE05,1988,085100739101,коричневый
1520,1966,автобус,ЗИЛ,RA010,2008,731019101155,белый
1521,1449,поезд,Уралтрансмаш,GP52,2006,5843497942,золотой
1522,1604,мотоцикл,Kawasaki,TH105,2014,64108980323,черный
1523,266,велосипед,Polisport,YX49,1980,NULL,розовый
1524,939,поезд,Рузхиммаш,WC09,2002,1418530787,серебристый
1525,1910,трамвай,Рузхиммаш,FZ92,1982,46719101108,коричневый
1526,1535,легковой автомобиль,Audi,DO010,1987,651010932862,черный
1527,1688,велосипед,Maxiscoo,MV103,1994,NULL,золотой
1528,546,гужевой транспорт,Буйволы,NULL,NULL,NULL,NULL
1529,805,велосипед,Scott,PP68,1985,NULL,фиолетовый
1530,997,поезд,Уралтрансмаш,XH910,1993,7411268851,черный
1531,141,велосипед,Stern,NA22,1989,NULL,коричневый
1532,990,легковой автомобиль,Hyundai,JC05,2004,9531617360,фиолетовый
1533,1684,грузовой автомобиль,KAMAZ,RU65,1993,941009831410,фиолетовый
1534,1477,легковой автомобиль,Ferrari,SS77,1992,12880106584,розовый
1535,1845,велосипед,Trek,CT32,1982,NULL,розовый
1536,1032,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
1537,279,мотоцикл,Triumph,ZY18,2011,95585810668,фиолетовый
1538,1887,велосипед,Trek,TL15,1988,NULL,черный
1539,24,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
1540,1951,велосипед,Polisport,FM91,1989,NULL,белый
1541,1136,трамвай,Коломенский завод,PI03,1990,37434871006,фиолетовый
1542,1913,велосипед,Maxiscoo,MT83,2020,NULL,синий
1543,388,грузовой автомобиль,KAMAZ,ZG107,1996,63232109001,оранжевый
1544,832,поезд,Коломенский завод,NA31,1984,76022509105,фиолетовый
1545,188,велосипед,Scott,LF71,2018,NULL,зеленый
1546,580,автобус,РАФ,LI43,1988,2240474036,золотой
1547,394,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
1548,1494,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
1549,1656,мотоцикл,Hero,DP20,2008,75310737434,черный
1550,1712,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
1551,1226,мотоцикл,Yamaha,MD10,1998,34286604710,белый
1552,1229,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1553,952,автобус,ЛАЗ,TN63,2007,710110912627,желтый
1554,508,грузовой автомобиль,Тонор,SA66,2018,2564304017,черный
1555,245,грузовой автомобиль,Foton,YY77,2001,5040402656,желтый
1556,976,автобус,ЛАЗ,CE95,2015,5097109010710,зеленый
1557,973,мотоцикл,Irbis,WE60,2000,3413481913,золотой
1558,259,мотоцикл,Kawasaki,QI71,1986,57734051048,серебристый
1559,1825,трамвай,Новокузнецкий ВСЗ,MU22,1997,58724101010106,золотой
1560,72,мотоцикл,Ducati,LV02,1989,7470698449,синий
1561,1324,мотоцикл,Kawasaki,KT92,2020,67110327741,голубый
1562,1907,легковой автомобиль,Ferrari,WT56,1988,65983102160,серебристый
1563,821,трамвай,Новокузнецкий ВСЗ,UA105,1993,41061066387,желтый
1564,144,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
1565,1594,поезд,Новокузнецкий ВСЗ,HS29,1998,105609271059,оранжевый
1566,967,троллейбус,ГАЗ,NR46,1980,67760101281,розовый
1567,156,грузовой автомобиль,БелАз,BY62,2001,484454106102,оранжевый
1568,889,трамвай,Уралтрансмаш,LT66,1982,475810103630,желтый
1569,1307,автобус,ЗИЛ,NQ75,2000,9936436180,серебристый
1570,1064,мотоцикл,Ducati,DT52,2000,9366812019,оранжевый
1571,1322,грузовой автомобиль,KAMAZ,OZ34,1994,7312427236,фиолетовый
1572,208,трамвай,Метровагонмаш,LD96,2016,3474831591,золотой
1573,1124,мотоцикл,Triumph,UP94,2008,6271885442,белый
1574,1487,мотоцикл,Yamaha,DK103,2012,10005636664,голубый
1575,142,грузовой автомобиль,БелАз,QR710,1982,0413912009,зеленый
1576,847,автобус,ЛАЗ,II69,1996,2094848022,зеленый
1577,1781,троллейбус,ЗИЛ,VR12,1995,130741042810,серебристый
1578,1439,мотоцикл,Ducati,BK17,1993,41056491138,желтый
1579,1785,троллейбус,ГАЗ,MY22,2006,10290546580,синий
1580,747,трамвай,Коломенский завод,OA910,2014,6185326695,оранжевый
1581,604,поезд,Уралтрансмаш,HW07,2011,3534094794,черный
1582,1922,легковой автомобиль,Jeep,FE08,2018,59734501013,оранжевый
1583,1542,грузовой автомобиль,KAMAZ,IB19,1980,438210010909,голубый
1584,187,велосипед,Scott,GO93,1980,NULL,фиолетовый
1585,739,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1586,960,легковой автомобиль,Citroen,KL93,1980,1693887955,красный
1587,607,автобус,ГАЗ,OC06,2016,8157547701,голубый
1588,870,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
1589,1958,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
1590,1132,мотоцикл,Hero,KQ83,2004,107981048762,розовый
1591,809,грузовой автомобиль,KAMAZ,CM71,2009,8196230926,золотой
1592,1982,велосипед,Scott,VU75,1984,NULL,серебристый
1593,0,грузовой автомобиль,MAN,DC83,1995,1051083150109,коричневый
1594,1819,грузовой автомобиль,MAZ,FM23,2016,87672282710,фиолетовый
1595,1332,троллейбус,РАФ,KI36,2000,821079710633,серебристый
1596,1582,легковой автомобиль,Citroen,FC01,1995,1183895318,синий
1597,1855,велосипед,Eltreco,BC83,2007,NULL,красный
1598,1750,легковой автомобиль,Jaguar,KS32,1986,0481317677,фиолетовый
1599,613,мотоцикл,Honda,UB210,1995,609318101010,желтый
1600,106,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1601,1783,автобус,РАФ,CS110,1992,76296351094,коричневый
1602,874,легковой автомобиль,Citroen,EV81,2012,6851422913,зеленый
1603,1807,грузовой автомобиль,БелАз,GN510,2016,394233103410,желтый
1604,666,автобус,ГАЗ,SN73,2016,0621041088102,коричневый
1605,1614,легковой автомобиль,Nissan,SP68,1981,41092489636,коричневый
1606,893,легковой автомобиль,BMW,XH41,1993,78425102568,синий
1607,890,грузовой автомобиль,БелАз,ZZ10,2012,311064055107,розовый
1608,934,автобус,РАФ,BG96,2010,16370691039,голубый
1609,426,автобус,РАФ,XX110,2015,32158810726,фиолетовый
1610,922,грузовой автомобиль,MAZ,IZ1010,1987,87259261039,черный
1611,1376,велосипед,Eltreco,KZ75,1991,NULL,коричневый
1612,318,трамвай,Рузхиммаш,DO73,2008,8317360446,серебристый
1613,28,легковой автомобиль,Tayota,NV76,1995,1023772556,желтый
1614,451,троллейбус,ЛАЗ,RN44,2001,3441651475,белый
1615,1189,троллейбус,ЗИЛ,SV33,2015,10734637928,оранжевый
1616,506,грузовой автомобиль,Тонор,BB45,1994,21084587269,золотой
1617,1322,троллейбус,ЗИЛ,FR89,1990,091641071065,коричневый
1618,1606,мотоцикл,Honda,AV80,2008,39791003540,зеленый
1619,1990,велосипед,Eltreco,FK62,2010,NULL,серебристый
1620,601,поезд,Коломенский завод,ER40,2004,2725703269,оранжевый
1621,1430,грузовой автомобиль,Тонор,SJ16,1987,740553102105,оранжевый
